,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.0023971220774242517,-0.02851176209922726,0.035052509894550075,-0.14942907609755873,0.2363757764134634,-0.16157318256955094,-0.13114913303700826,-0.32428423729951344,-0.02016099502639527,0.013753195021775567,0.7381488576231294
