,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,IsPenalty,rnd1,rnd2,bias
1,0.0018522046967352327,-0.03231957479014083,0.02117966304956959,-0.14092419861461217,0.2399368635224628,-0.1423037702288541,-0.1011167265468489,-0.3946741246257164,0.22723250854314,-0.02431905929747297,0.0074331347998154804,0.7514639718715479
