,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.0003655873553266937,0.024075814002659592,-0.3767006431810484,0.10700968033016815,-0.11624669982189818,0.05909321544788995,-0.10355980532608243,0.5942041469882471,0.03612218950382573,0.0335205831789132,0.9906019282472707
