,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.0012699272391917722,-0.11309914943270313,-0.06293445771345052,0.059188241895111335,0.24515554123520203,0.06225111176266207,0.056952033457654296,0.05996904949762574,0.13512913250767492,0.04264515891118162,0.6674171753335387
