,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.001638176975592116,-0.07114847767154331,0.021843495889791398,-0.04847295487451962,0.10869555796932139,-0.02073022168548541,-0.05041669358099321,0.0333562701109288,-0.009985651585458562,0.0003842316570937124,0.7945497558001766
