,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.001907972913094285,-0.09358347190685923,-0.08041381231381008,-0.11400101941930794,0.010074815362175232,0.0076822482700406244,0.11928726604594131,-0.15527766543025698,-0.0237275962641896,0.0712118845855984,0.8713266003824875
