,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,-0.0012769246565683923,0.008063290510491134,0.038565637554624214,0.002291949591266218,0.2202058315574992,-0.0007176112821881448,-0.0010428779016098033,0.07035703964752918,-0.1381232318024674,-0.005876857018772273,0.8258530075302463
