,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.0016136144805266556,-0.0,0.0,-0.11782280530024383,0.09943378409332632,-0.10802192410101215,-0.11087175082928336,-0.0,-0.0,0.009625988464563529,0.7907362886884566
