,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.0022610817885859304,-0.09762172528562893,-0.1580624917136775,0.08365344207478517,0.4230472635815514,-0.01257171613785734,-0.060082588616106186,0.5220338325459242,-0.1616861259807469,-0.020817119308662396,0.7630890582863675
