,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,-0.0028382126133875895,-0.01197989318958767,0.07495278908234689,0.0434321075941778,-0.078882836034633,0.1567479241854509,0.0650325658938263,-0.3332651987596999,0.03124371235423619,0.005434303670110473,0.8807331796669121
