,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,-0.003183715906639641,-0.12746750501618484,-0.05012517653182852,-0.03378484787753995,0.11974525983007406,0.031337112562719,0.12000833466243918,-0.4847615625278906,-0.026704784548731743,0.05452797873511707,0.9984088893574786
