,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.002395711133376061,0.06536124071401014,-0.16706940187179728,-0.03321817842613576,0.13828197066018888,-0.03727033628183631,-0.07465510341563258,-0.37774350701183695,-0.13767048238416407,-0.015571333124254731,0.7611519531891267
