,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.001540197681967341,-0.0795514692203588,0.023219372554550227,-0.029085725721152124,0.0736483278650517,0.0037177450914460397,-0.03567428593015571,0.0701229909415099,-0.00698012052885643,-0.0029138830440701233,0.8085441419637992
