,0,1,2,3,4,5,6,7,8,9,10
0,minute,IsHome,ScoredEarlier,Urgency,WinProb,WinningUnderdog,LosingFavorite,WastedXG,rnd1,rnd2,bias
1,0.0015657471084470033,-0.11141324623143418,0.06087287566927525,-0.09151457005063801,-0.1577383856531574,-0.029187451698348688,0.003701381131914483,-0.5155126592859921,0.05594229755077865,0.02220770598911852,0.9776583271591974
