id,minute,xG,h_a,season,h_team,a_team,player,date,ScoredEarlier,ScoredPenEarlier,ScoredLater,ScoredPenLater,IsGoal,MyScore,OppScore,PrevAccumXG
445104,28,0.014091500081121922,a,2021,Newcastle United,Norwich,Christos Tzolis,2021-11-30 19:30:00,0,0,0,0,False,0,0,0.0
445106,31,0.060245998203754425,a,2021,Newcastle United,Norwich,Christos Tzolis,2021-11-30 19:30:00,0,0,0,0,False,0,0,0.014091500081121922
445108,36,0.040039900690317154,a,2021,Newcastle United,Norwich,Christos Tzolis,2021-11-30 19:30:00,0,0,0,0,False,0,0,0.07433749828487635
445110,45,0.11966600269079208,a,2021,Newcastle United,Norwich,Christos Tzolis,2021-11-30 19:30:00,0,0,0,0,False,0,0,0.1143773989751935
450763,45,0.08775649964809418,a,2021,Crystal Palace,Norwich,Christos Tzolis,2021-12-28 15:00:00,0,0,0,0,False,0,3,0.0
452967,72,0.01154869981110096,a,2021,West Ham,Norwich,Christos Tzolis,2022-01-12 21:45:00,0,0,0,0,False,0,1,0.0
425848,46,0.5539309978485107,h,2021,Everton,Southampton,Richarlison,2021-08-14 14:00:00,0,0,0,0,True,0,1,0.0
427053,9,0.013265400193631649,a,2021,Leeds,Everton,Richarlison,2021-08-21 14:00:00,0,0,0,0,False,0,0,0.0
427054,13,0.1096159964799881,a,2021,Leeds,Everton,Richarlison,2021-08-21 14:00:00,0,0,0,0,False,0,0,0.013265400193631649
427058,24,0.023430999368429184,a,2021,Leeds,Everton,Richarlison,2021-08-21 14:00:00,0,0,0,0,False,0,0,0.12288139667361975
427070,58,0.061319999396800995,a,2021,Leeds,Everton,Richarlison,2021-08-21 14:00:00,0,0,0,0,False,2,1,0.14631239604204893
427073,75,0.038128700107336044,a,2021,Leeds,Everton,Richarlison,2021-08-21 14:00:00,0,0,0,0,False,2,2,0.20763239543884993
428692,32,0.03222370147705078,a,2021,Brighton,Everton,Richarlison,2021-08-28 14:00:00,0,0,0,0,False,0,0,0.0
428703,75,0.1080550029873848,a,2021,Brighton,Everton,Richarlison,2021-08-28 14:00:00,0,0,0,0,False,2,0,0.03222370147705078
430900,50,0.013892999850213528,h,2021,Everton,Burnley,Richarlison,2021-09-13 19:00:00,0,0,0,0,False,0,0,0.0
437795,62,0.23545600473880768,h,2021,Everton,Watford,Richarlison,2021-10-23 14:00:00,0,0,0,0,True,1,1,0.0
440657,54,0.6106290221214294,a,2021,Wolverhampton Wanderers,Everton,Richarlison,2021-11-01 20:00:00,0,0,0,0,False,0,2,0.0
440658,57,0.05329360067844391,a,2021,Wolverhampton Wanderers,Everton,Richarlison,2021-11-01 20:00:00,0,0,0,0,False,0,2,0.6106290221214294
441593,32,0.042455099523067474,h,2021,Everton,Tottenham,Richarlison,2021-11-07 14:00:00,0,0,0,0,False,0,0,0.0
445712,56,0.028709199279546738,h,2021,Everton,Liverpool,Richarlison,2021-12-01 20:15:00,0,0,0,0,False,1,2,0.0
445717,88,0.01560330018401146,h,2021,Everton,Liverpool,Richarlison,2021-12-01 20:15:00,0,0,0,0,False,1,4,0.028709199279546738
447239,26,0.07086899876594543,h,2021,Everton,Arsenal,Richarlison,2021-12-06 20:00:00,0,0,1,0,False,0,0,0.0
447247,78,0.23743300139904022,h,2021,Everton,Arsenal,Richarlison,2021-12-06 20:00:00,0,0,0,0,True,0,1,0.07086899876594543
453260,59,0.03358310088515282,a,2021,Norwich,Everton,Richarlison,2022-01-15 15:00:00,0,0,0,0,True,0,1,0.0
453263,67,0.04039439931511879,a,2021,Norwich,Everton,Richarlison,2022-01-15 15:00:00,1,0,0,0,False,1,1,0.03358310088515282
453264,71,0.016873400658369064,a,2021,Norwich,Everton,Richarlison,2022-01-15 15:00:00,1,0,0,0,False,1,1,0.0739775002002716
454426,56,0.11409000307321548,h,2021,Everton,Aston Villa,Richarlison,2022-01-22 12:30:00,0,0,0,0,False,0,1,0.0
454428,59,0.03854500129818916,h,2021,Everton,Aston Villa,Richarlison,2022-01-22 12:30:00,0,0,0,0,False,0,1,0.11409000307321548
454437,87,0.018906600773334503,h,2021,Everton,Aston Villa,Richarlison,2022-01-22 12:30:00,0,0,0,0,False,0,1,0.15263500437140465
456512,11,0.032131701707839966,a,2021,Newcastle United,Everton,Richarlison,2022-02-08 19:45:00,0,0,0,0,False,0,0,0.0
456532,58,0.04945709928870201,a,2021,Newcastle United,Everton,Richarlison,2022-02-08 19:45:00,0,0,0,0,False,0,1,0.032131701707839966
457072,12,0.027855200693011284,h,2021,Everton,Leeds,Richarlison,2022-02-12 15:00:00,0,0,0,0,False,1,0,0.0
457078,39,0.09911230206489563,h,2021,Everton,Leeds,Richarlison,2022-02-12 15:00:00,0,0,0,0,False,2,0,0.027855200693011284
457092,77,0.06987439841032028,h,2021,Everton,Leeds,Richarlison,2022-02-12 15:00:00,0,0,0,0,False,2,0,0.1269675027579069
458339,40,0.02193179912865162,a,2021,Southampton,Everton,Richarlison,2022-02-19 15:00:00,0,0,0,0,False,0,0,0.0
460013,33,0.4448640048503876,h,2021,Everton,Manchester City,Richarlison,2022-02-26 17:30:00,0,0,0,0,False,0,0,0.0
460025,83,0.09375199675559998,h,2021,Everton,Manchester City,Richarlison,2022-02-26 17:30:00,0,0,0,0,False,0,1,0.4448640048503876
462041,49,0.02476559951901436,a,2021,Tottenham,Everton,Richarlison,2022-03-07 20:00:00,0,0,0,0,False,0,3,0.0
462971,0,0.03252590075135231,h,2021,Everton,Wolverhampton Wanderers,Richarlison,2022-03-13 14:00:00,0,0,0,0,False,0,0,0.0
462972,5,0.05726940184831619,h,2021,Everton,Wolverhampton Wanderers,Richarlison,2022-03-13 14:00:00,0,0,0,0,False,0,0,0.03252590075135231
462982,55,0.05341130122542381,h,2021,Everton,Wolverhampton Wanderers,Richarlison,2022-03-13 14:00:00,0,0,0,0,False,0,1,0.0897953025996685
462987,72,0.045054901391267776,h,2021,Everton,Wolverhampton Wanderers,Richarlison,2022-03-13 14:00:00,0,0,0,0,False,0,1,0.14320660382509232
465784,7,0.07659360021352768,a,2021,West Ham,Everton,Richarlison,2022-04-03 13:00:00,0,0,0,0,False,0,0,0.0
465785,8,0.028661299496889114,a,2021,West Ham,Everton,Richarlison,2022-04-03 13:00:00,0,0,0,0,False,0,0,0.07659360021352768
465791,39,0.055415600538253784,a,2021,West Ham,Everton,Richarlison,2022-04-03 13:00:00,0,0,0,0,False,0,1,0.1052548997104168
465798,61,0.08049479871988297,a,2021,West Ham,Everton,Richarlison,2022-04-03 13:00:00,0,0,0,0,False,1,2,0.16067050024867058
465802,73,0.06792759895324707,a,2021,West Ham,Everton,Richarlison,2022-04-03 13:00:00,0,0,0,0,False,1,2,0.24116529896855354
466357,17,0.761132001876831,a,2021,Burnley,Everton,Richarlison,2022-04-06 18:30:00,0,0,1,0,True,0,1,0.0
466358,21,0.054031599313020706,a,2021,Burnley,Everton,Richarlison,2022-04-06 18:30:00,1,0,1,0,False,1,1,0.761132001876831
466361,40,0.7611690163612366,a,2021,Burnley,Everton,Richarlison,2022-04-06 18:30:00,1,0,0,0,True,1,1,0.8151636011898518
466365,51,0.09211339801549911,a,2021,Burnley,Everton,Richarlison,2022-04-06 18:30:00,1,0,0,0,False,2,1,1.5763326175510883
466369,61,0.0959618017077446,a,2021,Burnley,Everton,Richarlison,2022-04-06 18:30:00,1,0,0,0,False,2,2,1.6684460155665874
466373,71,0.08154910057783127,a,2021,Burnley,Everton,Richarlison,2022-04-06 18:30:00,1,0,0,0,False,2,2,1.764407817274332
466527,35,0.04112989827990532,h,2021,Everton,Manchester United,Richarlison,2022-04-09 11:30:00,0,0,0,0,False,1,0,0.0
466536,80,0.028062300756573677,h,2021,Everton,Manchester United,Richarlison,2022-04-09 11:30:00,0,0,0,0,False,1,0,0.04112989827990532
469350,16,0.5148289799690247,h,2021,Everton,Leicester,Richarlison,2022-04-20 18:45:00,0,0,1,0,False,0,1,0.0
469354,42,0.09907820075750351,h,2021,Everton,Leicester,Richarlison,2022-04-20 18:45:00,0,0,1,0,False,0,1,0.5148289799690247
469360,66,0.04601290076971054,h,2021,Everton,Leicester,Richarlison,2022-04-20 18:45:00,0,0,1,0,False,0,1,0.6139071807265282
