id,minute,xG,h_a,season,h_team,a_team,date,ScoredEarlier,ScoredPenEarlier,ScoredLater,ScoredPenLater,IsGoal,MyScore,OppScore,PrevAccumXG
558652,18,0.08758851140737534,a,2023,Manchester United,Tottenham,2024-01-14 16:30:00,0,0,0,0,True,0,1,1.0996868461370468
558664,51,0.06142055243253708,a,2023,Manchester United,Tottenham,2024-01-14 16:30:00,1,0,0,0,False,2,2,0.0
560718,24,0.03361671790480614,h,2023,Tottenham,Brentford,2024-01-31 19:30:00,0,0,1,0,False,0,1,0.06142055243253708
560724,53,0.06956694275140762,h,2023,Tottenham,Brentford,2024-01-31 19:30:00,0,0,1,0,False,2,1,0.0
560726,55,0.5600214004516602,h,2023,Tottenham,Brentford,2024-01-31 19:30:00,0,0,0,0,True,2,1,0.06956694275140762
560737,91,0.06767294555902481,h,2023,Tottenham,Brentford,2024-01-31 19:30:00,1,0,0,0,False,3,2,0.6295883432030678
560971,3,0.47536227107048035,a,2023,Everton,Tottenham,2024-02-03 12:30:00,0,0,1,0,True,0,0,0.6972612887620926
560979,40,0.04515125975012779,a,2023,Everton,Tottenham,2024-02-03 12:30:00,1,0,0,0,True,1,1,0.0
560988,59,0.0876704752445221,a,2023,Everton,Tottenham,2024-02-03 12:30:00,1,0,0,0,False,2,1,0.04515125975012779
560991,69,0.10140691697597504,a,2023,Everton,Tottenham,2024-02-03 12:30:00,1,0,0,0,False,2,1,0.1328217349946499
562562,19,0.06439626216888428,h,2023,Tottenham,Brighton,2024-02-10 15:00:00,0,0,0,0,False,0,1,0.23422865197062492
562563,21,0.274502158164978,h,2023,Tottenham,Brighton,2024-02-10 15:00:00,0,0,0,0,False,0,1,0.0
562568,35,0.08805003017187119,h,2023,Tottenham,Brighton,2024-02-10 15:00:00,0,0,0,0,False,0,1,0.274502158164978
562570,40,0.0915173664689064,h,2023,Tottenham,Brighton,2024-02-10 15:00:00,0,0,0,0,False,0,1,0.3625521883368492
563941,6,0.01731722801923752,h,2023,Tottenham,Wolverhampton Wanderers,2024-02-17 15:00:00,0,0,0,0,False,0,0,0.4540695548057556
563945,27,0.09266617894172668,h,2023,Tottenham,Wolverhampton Wanderers,2024-02-17 15:00:00,0,0,0,0,False,0,0,0.0
563950,48,0.08765200525522232,h,2023,Tottenham,Wolverhampton Wanderers,2024-02-17 15:00:00,0,0,0,0,False,1,1,0.09266617894172668
569586,86,0.04097099229693413,a,2023,Fulham,Tottenham,2024-03-16 17:30:00,0,0,0,0,False,0,3,0.180318184196949
569588,89,0.05562273785471916,a,2023,Fulham,Tottenham,2024-03-16 17:30:00,0,0,0,0,False,0,3,0.0
577985,52,0.1286783665418625,a,2023,Chelsea,Tottenham,2024-05-02 18:30:00,0,0,0,0,False,0,1,0.05562273785471916
579026,71,0.28302261233329773,a,2023,Liverpool,Tottenham,2024-05-05 15:30:00,0,0,0,0,True,0,4,0.0
579032,86,0.06270196288824081,a,2023,Liverpool,Tottenham,2024-05-05 15:30:00,1,0,0,0,False,2,4,0.0
532779,82,0.07816250622272491,a,2023,Manchester United,Wolverhampton Wanderers,2023-08-14 19:00:00,0,0,0,0,False,0,1,0.0
532780,83,0.08495936542749405,a,2023,Manchester United,Wolverhampton Wanderers,2023-08-14 19:00:00,0,0,0,0,False,0,1,0.0
532783,89,0.08854648470878601,a,2023,Manchester United,Wolverhampton Wanderers,2023-08-14 19:00:00,0,0,0,0,False,0,1,0.08495936542749405
533144,27,0.322572261095047,h,2023,Wolverhampton Wanderers,Brighton,2023-08-19 14:00:00,0,0,0,0,False,0,1,0.17350585013628006
534663,59,0.28042641282081604,a,2023,Everton,Wolverhampton Wanderers,2023-08-26 14:00:00,0,0,0,0,False,0,0,0.0
536758,7,0.04218992963433266,a,2023,Crystal Palace,Wolverhampton Wanderers,2023-09-03 13:00:00,0,0,0,0,False,0,0,0.0
536766,29,0.01671811006963253,a,2023,Crystal Palace,Wolverhampton Wanderers,2023-09-03 13:00:00,0,0,0,0,False,0,0,0.0
533139,11,0.026693962514400482,a,2023,Wolverhampton Wanderers,Brighton,2023-08-19 14:00:00,0,0,0,0,False,0,0,0.0
533143,26,0.05964342877268791,a,2023,Wolverhampton Wanderers,Brighton,2023-08-19 14:00:00,0,0,0,0,False,1,0,0.0
533147,32,0.03828192129731178,a,2023,Wolverhampton Wanderers,Brighton,2023-08-19 14:00:00,0,0,0,0,False,1,0,0.05964342877268791
533155,53,0.3136484622955322,a,2023,Wolverhampton Wanderers,Brighton,2023-08-19 14:00:00,0,0,0,0,False,3,0,0.0979253500699997
565201,85,0.04573347792029381,h,2023,Brighton,Everton,2024-02-24 15:00:00,0,0,0,0,False,0,1,0.4115738123655319
565204,89,0.056457001715898514,h,2023,Brighton,Everton,2024-02-24 15:00:00,0,0,0,0,False,0,1,0.0
566596,1,0.013900537975132465,a,2023,Fulham,Brighton,2024-03-02 15:00:00,0,0,0,0,False,0,0,0.056457001715898514
566601,27,0.03827158361673355,a,2023,Fulham,Brighton,2024-03-02 15:00:00,0,0,0,0,False,0,1,0.0
566603,33,0.058931510895490646,a,2023,Fulham,Brighton,2024-03-02 15:00:00,0,0,0,0,False,0,2,0.03827158361673355
568522,86,0.01936517283320427,h,2023,Brighton,Nottingham Forest,2024-03-10 14:00:00,0,0,0,0,False,0,0,0.0972030945122242
571901,71,0.045215677469968796,a,2023,Brentford,Brighton,2024-04-03 18:30:00,0,0,0,0,False,0,0,0.0
571905,80,0.012024582363665104,a,2023,Brentford,Brighton,2024-04-03 18:30:00,0,0,0,0,False,0,0,0.0
572546,8,0.09027963876724243,h,2023,Brighton,Arsenal,2024-04-06 16:30:00,0,0,0,0,False,0,0,0.012024582363665104
572556,43,0.02062321826815605,h,2023,Brighton,Arsenal,2024-04-06 16:30:00,0,0,0,0,False,0,1,0.0
572560,45,0.019168080762028694,h,2023,Brighton,Arsenal,2024-04-06 16:30:00,0,0,0,0,False,0,1,0.02062321826815605
572566,56,0.06776165962219238,h,2023,Brighton,Arsenal,2024-04-06 16:30:00,0,0,0,0,False,0,1,0.039791299030184746
577208,69,0.06814653426408768,a,2023,Bournemouth,Brighton,2024-04-28 13:00:00,0,0,0,0,False,0,2,0.10755295865237713
577210,71,0.01898464374244213,a,2023,Bournemouth,Brighton,2024-04-28 13:00:00,0,0,0,0,False,0,2,0.0
578873,66,0.10353711247444153,h,2023,Brighton,Aston Villa,2024-05-05 13:00:00,0,0,0,0,False,0,0,0.01898464374244213
578874,67,0.01637253724038601,h,2023,Brighton,Aston Villa,2024-05-05 13:00:00,0,0,0,0,False,0,0,0.0
578880,90,0.04855433106422424,h,2023,Brighton,Aston Villa,2024-05-05 13:00:00,0,0,0,0,False,1,0,0.01637253724038601
579937,41,0.29683148860931396,a,2023,Newcastle United,Brighton,2024-05-11 14:00:00,0,0,0,0,False,1,0,0.06492686830461025
579938,41,0.023713167756795883,a,2023,Newcastle United,Brighton,2024-05-11 14:00:00,0,0,0,0,False,1,0,0.0
579940,42,0.08377867192029953,a,2023,Newcastle United,Brighton,2024-05-11 14:00:00,0,0,0,0,False,1,0,0.023713167756795883
579939,42,0.08029931038618088,a,2023,Newcastle United,Brighton,2024-05-11 14:00:00,0,0,0,0,False,1,0,0.10749183967709541
579947,58,0.04053248465061188,a,2023,Newcastle United,Brighton,2024-05-11 14:00:00,0,0,0,0,False,1,1,0.1877911500632763
581192,24,0.023817455396056175,h,2023,Brighton,Chelsea,2024-05-15 18:45:00,0,0,0,0,False,0,0,0.22832363471388817
581203,52,0.04019701108336449,h,2023,Brighton,Chelsea,2024-05-15 18:45:00,0,0,0,0,False,0,1,0.0
557314,85,0.4530795216560364,a,2023,West Ham,Brighton,2024-01-02 18:30:00,0,0,0,0,False,0,0,0.0
564343,58,0.058736078441143036,a,2023,Sheffield United,Brighton,2024-02-18 14:00:00,0,0,0,0,False,2,0,0.0
564348,81,0.026148051023483276,a,2023,Sheffield United,Brighton,2024-02-18 14:00:00,0,0,0,0,False,3,0,0.0
568508,14,0.044180188328027725,h,2023,Brighton,Nottingham Forest,2024-03-10 14:00:00,0,0,0,0,False,0,0,0.026148051023483276
571211,34,0.08448637276887894,a,2023,Liverpool,Brighton,2024-03-31 14:00:00,0,0,0,0,False,1,1,0.0
571908,88,0.022221442312002182,a,2023,Brentford,Brighton,2024-04-03 18:30:00,0,0,0,0,False,0,0,0.0
572547,9,0.01773042604327202,h,2023,Brighton,Arsenal,2024-04-06 16:30:00,0,0,0,0,False,0,0,0.0
573677,14,0.05044207349419594,a,2023,Burnley,Brighton,2024-04-13 14:00:00,0,0,0,0,False,0,0,0.0
573687,41,0.05926911532878876,a,2023,Burnley,Brighton,2024-04-13 14:00:00,0,0,0,0,False,0,0,0.0
582131,17,0.0625562071800232,h,2023,Brighton,Manchester United,2024-05-19 15:00:00,0,0,0,0,False,0,0,0.05926911532878876
582147,62,0.014393741264939308,h,2023,Brighton,Manchester United,2024-05-19 15:00:00,0,0,0,0,False,0,0,0.0
544348,51,0.015292750671505928,h,2023,Sheffield United,Manchester United,2023-10-21 19:00:00,0,0,0,0,False,1,1,0.0
562532,96,0.010151401162147522,a,2023,Luton,Sheffield United,2024-02-10 15:00:00,0,0,0,0,False,3,1,0.0
565599,18,0.0739864930510521,a,2023,Wolverhampton Wanderers,Sheffield United,2024-02-25 13:30:00,0,0,0,0,False,0,0,0.0
565600,18,0.040445346385240555,a,2023,Wolverhampton Wanderers,Sheffield United,2024-02-25 13:30:00,0,0,0,0,False,0,0,0.0
565601,22,0.06726916134357452,a,2023,Wolverhampton Wanderers,Sheffield United,2024-02-25 13:30:00,0,0,0,0,False,0,0,0.040445346385240555
565612,58,0.0727507472038269,a,2023,Wolverhampton Wanderers,Sheffield United,2024-02-25 13:30:00,0,0,0,0,False,0,1,0.10771450772881508
582091,79,0.06504426151514053,h,2023,Sheffield United,Tottenham,2024-05-19 15:00:00,0,0,0,0,False,0,3,0.18046525493264198
534725,99,0.5712023377418518,h,2023,Arsenal,Fulham,2023-08-26 14:00:00,0,0,0,0,False,2,2,0.0
552200,51,0.0484284833073616,a,2023,Luton,Arsenal,2023-12-05 20:15:00,0,0,0,0,False,2,2,0.0
561874,83,0.31147176027297974,h,2023,Arsenal,Liverpool,2024-02-04 16:30:00,0,0,0,0,False,2,0,0.0
565450,68,0.05184950307011604,h,2023,Arsenal,Newcastle United,2024-02-24 20:00:00,0,0,0,0,True,2,0,0.0
567543,11,0.02459847554564476,a,2023,Sheffield United,Arsenal,2024-03-04 20:00:00,0,0,0,0,False,1,0,0.0
567560,77,0.18862470984458923,a,2023,Sheffield United,Arsenal,2024-03-04 20:00:00,0,0,0,0,False,5,0,0.0
532209,61,0.03244197368621826,h,2023,Newcastle United,Aston Villa,2023-08-12 16:30:00,0,0,0,0,False,3,1,0.48132604733109474
533581,36,0.030575299635529518,a,2023,Manchester City,Newcastle United,2023-08-19 19:00:00,0,0,0,0,False,0,1,0.0
533591,77,0.021447017788887024,a,2023,Manchester City,Newcastle United,2023-08-19 19:00:00,0,0,0,0,False,0,1,0.0
535393,35,0.01862446591258049,h,2023,Newcastle United,Liverpool,2023-08-27 15:30:00,0,0,0,0,False,1,0,0.021447017788887024
535392,35,0.06371486932039261,h,2023,Newcastle United,Liverpool,2023-08-27 15:30:00,0,0,0,0,False,1,0,0.0
535394,37,0.07221630960702896,h,2023,Newcastle United,Liverpool,2023-08-27 15:30:00,0,0,0,0,False,1,0,0.06371486932039261
535397,49,0.09746015816926956,h,2023,Newcastle United,Liverpool,2023-08-27 15:30:00,0,0,0,0,False,1,0,0.13593117892742157
535405,75,0.10235876590013504,h,2023,Newcastle United,Liverpool,2023-08-27 15:30:00,0,0,0,0,False,1,0,0.23339133709669113
535410,88,0.039587195962667465,h,2023,Newcastle United,Liverpool,2023-08-27 15:30:00,0,0,0,0,False,1,1,0.33575010299682617
539892,29,0.05641051009297371,a,2023,Sheffield United,Newcastle United,2023-09-24 15:30:00,0,0,1,0,False,1,0,0.37533729895949364
539900,45,0.05222554877400398,a,2023,Sheffield United,Newcastle United,2023-09-24 15:30:00,0,0,1,0,False,3,0,0.0
539905,67,0.44475823640823364,a,2023,Sheffield United,Newcastle United,2023-09-24 15:30:00,0,0,0,0,True,5,0,0.05222554877400398
541199,13,0.03262188285589218,h,2023,Newcastle United,Burnley,2023-09-30 14:00:00,0,0,0,0,True,0,0,0.4969837851822376
543069,28,0.017648236826062202,a,2023,West Ham,Newcastle United,2023-10-08 13:00:00,0,0,0,0,False,0,1,0.0
544108,74,0.2680928409099579,h,2023,Newcastle United,Crystal Palace,2023-10-21 14:00:00,0,0,0,0,False,4,0,0.0
551411,16,0.11793164163827896,h,2023,Newcastle United,Manchester United,2023-12-02 20:00:00,0,0,0,0,False,0,0,0.0
551417,34,0.09733803570270538,h,2023,Newcastle United,Manchester United,2023-12-02 20:00:00,0,0,0,0,False,0,0,0.0
551421,46,0.059965021908283234,h,2023,Newcastle United,Manchester United,2023-12-02 20:00:00,0,0,0,0,False,0,0,0.09733803570270538
551425,59,0.04315550997853279,h,2023,Newcastle United,Manchester United,2023-12-02 20:00:00,0,0,0,0,False,1,0,0.15730305761098862
551428,77,0.11658026278018951,h,2023,Newcastle United,Manchester United,2023-12-02 20:00:00,0,0,0,0,False,1,0,0.2004585675895214
552420,16,0.25672897696495056,a,2023,Everton,Newcastle United,2023-12-07 19:30:00,0,0,0,0,False,0,0,0.3170388303697109
552425,28,0.03581712394952774,a,2023,Everton,Newcastle United,2023-12-07 19:30:00,0,0,0,0,False,0,0,0.0
552441,81,0.46681004762649536,a,2023,Everton,Newcastle United,2023-12-07 19:30:00,0,0,0,0,False,0,1,0.03581712394952774
553627,32,0.30730846524238586,a,2023,Tottenham,Newcastle United,2023-12-10 16:30:00,0,0,0,0,False,0,1,0.5026271715760231
554314,50,0.07419698685407639,h,2023,Newcastle United,Fulham,2023-12-16 15:00:00,0,0,1,0,False,0,0,0.0
554315,51,0.10422563552856445,h,2023,Newcastle United,Fulham,2023-12-16 15:00:00,0,0,1,0,False,0,0,0.0
554321,53,0.12074397504329681,h,2023,Newcastle United,Fulham,2023-12-16 15:00:00,0,0,1,0,False,0,0,0.10422563552856445
554323,63,0.7161763310432434,h,2023,Newcastle United,Fulham,2023-12-16 15:00:00,0,0,0,0,True,1,0,0.22496961057186127
554326,80,0.06167320907115936,h,2023,Newcastle United,Fulham,2023-12-16 15:00:00,1,0,0,0,False,2,0,0.9411459416151047
556218,13,0.11615730077028275,a,2023,Luton,Newcastle United,2023-12-23 15:00:00,0,0,0,0,False,0,0,1.002819150686264
556229,42,0.07544407993555069,a,2023,Luton,Newcastle United,2023-12-23 15:00:00,0,0,0,0,False,0,1,0.0
556467,42,0.06362461298704147,h,2023,Newcastle United,Nottingham Forest,2023-12-26 12:30:00,0,0,0,0,False,1,0,0.07544407993555069
557243,75,0.050632964819669724,a,2023,Liverpool,Newcastle United,2024-01-01 19:00:00,0,0,0,0,False,1,2,0.0
558240,91,0.07798851281404495,h,2023,Newcastle United,Manchester City,2024-01-13 17:30:00,0,0,0,0,False,2,3,0.0
563915,20,0.0980018824338913,h,2023,Newcastle United,Bournemouth,2024-02-17 15:00:00,0,0,0,0,False,0,0,0.0
563918,37,0.027142971754074097,h,2023,Newcastle United,Bournemouth,2024-02-17 15:00:00,0,0,0,0,False,0,0,0.0
563922,48,0.07114654779434204,h,2023,Newcastle United,Bournemouth,2024-02-17 15:00:00,0,0,0,0,False,0,0,0.027142971754074097
563926,60,0.0156249413266778,h,2023,Newcastle United,Bournemouth,2024-02-17 15:00:00,0,0,0,0,False,1,1,0.09828951954841614
566690,78,0.47613802552223206,h,2023,Newcastle United,Wolverhampton Wanderers,2024-03-02 15:00:00,0,0,0,0,False,2,0,0.11391446087509394
569020,46,0.056773122400045395,a,2023,Chelsea,Newcastle United,2024-03-11 20:00:00,0,0,0,0,False,1,1,0.0
579953,77,0.07505151629447937,h,2023,Newcastle United,Brighton,2024-05-11 14:00:00,0,0,0,0,False,1,1,0.0
556446,63,0.08137356489896774,a,2023,Wolverhampton Wanderers,Chelsea,2023-12-24 13:00:00,0,0,1,0,False,0,1,0.6484119780361652
556451,82,0.03717053309082985,a,2023,Wolverhampton Wanderers,Chelsea,2023-12-24 13:00:00,0,0,1,0,False,0,1,0.0
556452,83,0.0785515308380127,a,2023,Wolverhampton Wanderers,Chelsea,2023-12-24 13:00:00,0,0,1,0,False,0,1,0.03717053309082985
556455,95,0.5713633894920349,a,2023,Wolverhampton Wanderers,Chelsea,2023-12-24 13:00:00,0,0,0,0,True,0,2,0.11572206392884254
556605,15,0.04855402186512947,h,2023,Chelsea,Crystal Palace,2023-12-27 19:30:00,0,0,0,0,False,1,0,0.6870854534208775
560781,70,0.10317154973745346,a,2023,Liverpool,Chelsea,2024-01-31 20:15:00,0,0,0,0,True,0,3,0.0
561568,3,0.08940961956977844,h,2023,Chelsea,Wolverhampton Wanderers,2024-02-04 14:00:00,0,0,0,0,False,0,0,0.0
561585,60,0.39760223031044006,h,2023,Chelsea,Wolverhampton Wanderers,2024-02-04 14:00:00,0,0,0,0,False,1,1,0.0
563445,95,0.08057062327861786,a,2023,Crystal Palace,Chelsea,2024-02-12 20:00:00,0,0,0,0,False,3,1,0.39760223031044006
564063,65,0.10859131813049316,a,2023,Manchester City,Chelsea,2024-02-17 17:30:00,0,0,0,0,False,1,0,0.0
564072,90,0.0972856655716896,a,2023,Manchester City,Chelsea,2024-02-17 17:30:00,0,0,0,0,False,1,1,0.0
580143,73,0.09936073422431946,a,2023,Nottingham Forest,Chelsea,2024-05-11 16:30:00,0,0,0,0,False,1,1,0.0972856655716896
581201,48,0.044290658086538315,a,2023,Brighton,Chelsea,2024-05-15 18:45:00,0,0,1,0,False,1,0,0.0
581206,63,0.44557419419288635,a,2023,Brighton,Chelsea,2024-05-15 18:45:00,0,0,0,0,True,1,0,0.0
582236,67,0.03642921894788742,h,2023,Chelsea,Bournemouth,2024-05-19 15:00:00,0,0,0,0,False,2,0,0.44557419419288635
582241,82,0.092874675989151,h,2023,Chelsea,Bournemouth,2024-05-19 15:00:00,0,0,0,0,False,2,0,0.0
533194,94,0.09835804998874664,a,2023,Fulham,Brentford,2023-08-19 14:00:00,0,0,0,0,False,3,0,0.0
536246,82,0.11518282443284988,h,2023,Brentford,Bournemouth,2023-09-02 14:00:00,0,0,0,0,False,1,2,0.0
539291,91,0.032106876373291016,h,2023,Brentford,Everton,2023-09-23 16:30:00,0,0,0,0,False,1,3,0.0
541726,84,0.027814136818051338,a,2023,Nottingham Forest,Brentford,2023-10-01 13:00:00,0,0,0,0,False,1,1,0.0
544055,33,0.1343444585800171,h,2023,Brentford,Burnley,2023-10-21 14:00:00,0,0,0,0,False,1,0,0.0
549941,76,0.10581009089946747,h,2023,Brentford,Arsenal,2023-11-25 17:30:00,0,0,0,0,False,0,0,0.0
569478,82,0.22550159692764282,a,2023,Burnley,Brentford,2024-03-16 15:00:00,0,0,0,0,True,0,2,0.0
571115,56,0.0643608495593071,h,2023,Brentford,Manchester United,2024-03-30 20:00:00,0,0,1,0,False,0,0,0.0
571131,98,0.486374169588089,h,2023,Brentford,Manchester United,2024-03-30 20:00:00,0,0,0,0,True,0,1,0.0
574990,31,0.03243289142847061,a,2023,Luton,Brentford,2024-04-20 14:00:00,0,0,0,0,False,1,0,0.486374169588089
574996,55,0.10814666002988815,a,2023,Luton,Brentford,2024-04-20 14:00:00,0,0,0,0,False,2,0,0.0
575000,73,0.03713499754667282,a,2023,Luton,Brentford,2024-04-20 14:00:00,0,0,0,0,False,4,0,0.10814666002988815
549734,100,0.026059545576572418,a,2023,Luton,Crystal Palace,2023-11-25 15:00:00,0,0,0,0,False,1,2,0.0
552305,93,0.07843291759490967,h,2023,Crystal Palace,Bournemouth,2023-12-06 19:30:00,0,0,0,0,False,0,2,0.0
554300,91,0.05349571630358696,a,2023,Manchester City,Crystal Palace,2023-12-16 15:00:00,0,0,0,0,False,1,2,0.0
563441,85,0.021703923121094704,h,2023,Crystal Palace,Chelsea,2024-02-12 20:00:00,0,0,0,0,False,1,1,0.0
565220,66,0.032470494508743286,h,2023,Crystal Palace,Burnley,2024-02-24 15:00:00,0,0,0,0,False,0,0,0.0
568083,73,0.14874619245529175,h,2023,Crystal Palace,Luton,2024-03-09 15:00:00,0,0,0,0,False,1,0,0.0
568084,77,0.02498585544526577,h,2023,Crystal Palace,Luton,2024-03-09 15:00:00,0,0,0,0,False,1,0,0.0
572172,90,0.044953852891922,h,2023,Crystal Palace,Manchester City,2024-04-06 11:30:00,0,0,0,0,False,2,4,0.02498585544526577
579858,56,0.09899482876062393,a,2023,Wolverhampton Wanderers,Crystal Palace,2024-05-11 14:00:00,0,0,0,0,False,2,0,0.0
536999,71,0.15306898951530457,a,2023,Arsenal,Manchester United,2023-09-03 15:30:00,0,0,0,0,False,1,1,1.224905714392662
537686,6,0.03838866949081421,h,2023,Manchester United,Brighton,2023-09-16 14:00:00,0,0,0,0,False,0,0,0.0
539437,29,0.09161898493766785,a,2023,Burnley,Manchester United,2023-09-23 19:00:00,0,0,0,0,False,0,0,0.0
539452,89,0.08965219557285309,a,2023,Burnley,Manchester United,2023-09-23 19:00:00,0,0,0,0,False,1,0,0.0
541170,11,0.2945168614387512,h,2023,Manchester United,Crystal Palace,2023-09-30 14:00:00,0,0,0,0,False,0,0,0.08965219557285309
541174,17,0.02209281362593174,h,2023,Manchester United,Crystal Palace,2023-09-30 14:00:00,0,0,0,0,False,0,0,0.0
541183,56,0.335580438375473,h,2023,Manchester United,Crystal Palace,2023-09-30 14:00:00,0,0,0,0,False,0,1,0.02209281362593174
542704,11,0.034201961010694504,h,2023,Manchester United,Brentford,2023-10-07 14:00:00,0,0,0,0,False,0,0,0.35767325200140476
542719,63,0.02973259426653385,h,2023,Manchester United,Brentford,2023-10-07 14:00:00,0,0,0,0,False,0,1,0.0
544346,47,0.5257735848426819,a,2023,Sheffield United,Manchester United,2023-10-21 19:00:00,0,0,0,0,False,1,1,0.02973259426653385
544350,54,0.06919682770967484,a,2023,Sheffield United,Manchester United,2023-10-21 19:00:00,0,0,0,0,False,1,1,0.0
548342,9,0.6957394480705261,h,2023,Manchester United,Luton,2023-11-11 15:00:00,0,0,0,0,False,0,0,0.06919682770967484
548348,27,0.13006910681724548,h,2023,Manchester United,Luton,2023-11-11 15:00:00,0,0,0,0,False,0,0,0.0
548352,48,0.5028411149978638,h,2023,Manchester United,Luton,2023-11-11 15:00:00,0,0,0,0,False,0,0,0.13006910681724548
