,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,0.0010601799837709827,-0.04016551697119154,-0.2684962353016221,0.09296215756132142,0.004033192117537745,0.3263731203223441,0.18979125588141094,0.41132240926884234,-0.008769895194707658,0.06954314051471967,-0.021161112885908783,0.4868547632211991
