,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,-0.0009440473912698082,-0.09297507124071921,-0.10178335865805288,0.04147263293052114,0.12049109195449673,-0.14813388591566387,-0.10861086929538624,0.011063856729549,-0.18752220155965457,-0.07454205947544124,0.020946724906132655,1.0708748732698103
