,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,0.002499904698323294,0.07852265370029254,-0.1422227056220232,-0.023547110299240816,-0.04576461119764294,-0.07343290482264962,0.02792175584243476,0.12724818962038767,-0.022247823385397016,-0.03621301809362951,-0.023983544340260253,0.7222800243857899
