,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,-0.0017535025755143362,-0.06682386807912921,0.02344127536262158,0.07921954533737643,0.05509480573151506,-0.1100128747943703,-0.07492726171564235,-0.16835551213074504,-0.02062208837874179,0.07883338057742215,0.014970029033811538,1.0609757104956943
