,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,0.0010275627703716515,0.014728889412022689,-0.37245423656113885,0.11142368136159052,-0.0860836593165219,0.39126036980531514,0.1939340841382114,-0.0804554347637477,-0.06043653977517343,0.0035057918620998337,-0.00861807483210568,0.7546700659959784
