,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,-0.0026979052182391984,-0.01258891368971668,0.04533666663115987,0.0988657415363419,0.0008492067131591757,0.036588802157354126,-0.03839055242008933,-0.05944407511077843,-0.007032986846099375,0.02780499370215101,0.004196204545022999,0.9044058572674954
