,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,0.0014686029064190141,-0.06822071496480148,-0.021278706792860216,-0.026511654509286352,-0.060832606603118705,-0.054219458006610904,-0.06828775789683572,0.08940491934980623,0.11505997109306301,0.0039582783810086855,0.0022702174924412546,0.883838285095946
