,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,-0.0041313354388868035,-0.10689834241376626,0.04799098993300932,0.06179293331065985,0.09513503363171626,-0.10786768477436427,0.06491660768663728,0.06152421585310201,-0.19487379808564737,-0.041188494894458784,0.011947489245275727,1.025527875985329
