,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,-0.00015626632094896718,0.08714267492768386,-0.038130593436213576,-0.02870885078762394,-0.05167373429346822,-0.03907768126590338,-0.05499506913444645,0.18481993067300292,0.06178510627338957,0.0015952687949233127,-0.011976208155427978,0.7947566257617118
