,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,-0.004774114197829331,-0.13029183011106032,0.05404582862398613,0.05675614007359095,0.12083094205180381,-0.1549841907593858,0.044918240297084314,0.08601248347540391,-0.21441961330827783,-0.047456172498303195,0.008420408193034258,1.044911437654034
