,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,-0.002189088595199258,-0.07420638106336958,0.037544676531462026,0.08634933507505438,0.06570228866089665,-0.12280539586916113,-0.10018303213060897,-0.2267541939418559,-0.03621647948195445,0.08626270445706186,0.018278105056300457,1.108350272381545
