,0,1,2,3,4,5,6,7,8,9,10,11
0,minute,IsHome,ScoredEarlier,MyScore,OppScore,ChasingEq,ChasingWinner,WinProb,PrevAccumXG,rnd1,rnd2,bias
1,0.0011739317703785023,-0.04109696386466016,-0.28325517473651657,0.10594629349213541,0.01437401200796096,0.3623990502516785,0.22321120383776114,0.45644921890377355,0.0062988155526491965,0.07743886880574083,-0.022739603013670853,0.4110503345978992
