,id,minute,xG,h_a,season,h_team,a_team,player,date,ScoredEarlier,ScoredPenEarlier,ScoredLater,ScoredPenLater,IsGoal,MyScore,OppScore,PrevAccumXG,ScaledIsGoal,IsHome,WinProb,LoseProb,rnd1,rnd2,ScoreDiff,ChasingEq,ChasingWinner,WastedXG,Urgency,WinningUnderdog,LosingFavorite
331,415648,66,0.2203100025653839,h,2020,Arsenal,Fulham,Héctor Bellerín,2021-04-18 12:30:00,0,0,0,0,False,0,1,0.0,0.0,1,0.5434782608695652,0.22075055187637968,False,-1,-1,True,False,0.0,0.6666666666666667,0.0,1.0
350,378304,86,0.2045560032129287,a,2020,Leicester,Burnley,Matej Vydra,2020-09-20 18:00:00,0,0,0,0,False,2,3,0.0,0.0,0,0.15600624024961,0.6493506493506493,False,2,-1,True,False,0.0,1.6470588235294117,0.0,1.0
356,398648,87,0.2373989969491958,h,2020,Burnley,Manchester United,Matej Vydra,2021-01-12 22:15:00,0,0,0,0,False,0,1,0.054773598909378,0.0,1,0.1251564455569462,0.7042253521126761,False,-1,-1,True,False,0.0,1.727272727272727,0.0,1.0
361,403244,70,0.5221319794654846,h,2020,Burnley,Brighton,Matej Vydra,2021-02-06 15:00:00,0,0,0,0,False,1,1,0.2033278942108154,0.0,1,0.2695417789757412,0.45454545454545453,False,-1,0,False,True,0.0,0.8,0.0,0.0
363,407268,59,0.2552219927310943,a,2020,Tottenham,Burnley,Matej Vydra,2021-02-28 14:00:00,0,0,0,0,False,0,4,0.0500234998762607,0.0,0,0.13568521031207598,0.6666666666666666,True,-1,-4,False,False,0.0,-1.0,0.0,4.0
366,407921,3,0.3749899864196777,h,2020,Burnley,Leicester,Matej Vydra,2021-03-03 18:00:00,0,0,0,0,True,0,0,0.0,2.6667378762504597,1,0.25125628140703515,0.4694835680751174,True,-1,0,False,True,0.0,-0.23076923076923073,0.0,0.0
367,407929,44,0.4784359931945801,h,2020,Burnley,Leicester,Matej Vydra,2021-03-03 18:00:00,1,0,0,0,False,1,1,0.3749899864196777,0.0,1,0.25125628140703515,0.4694835680751174,False,-1,0,False,True,0.0,0.18421052631578938,0.0,0.0
374,414207,17,0.5437359809875488,h,2020,Burnley,Newcastle United,Matej Vydra,2021-04-11 11:00:00,0,0,0,0,True,0,0,0.1582140997052192,1.8391278763339727,1,0.4385964912280702,0.2976190476190476,False,-1,0,False,True,0.0,-0.12621359223300976,0.0,0.0
379,417634,28,0.6164270043373108,a,2020,Wolverhampton Wanderers,Burnley,Matej Vydra,2021-04-25 11:00:00,0,0,0,0,False,2,0,0.0313226990401744,0.0,0,0.2840909090909091,0.4291845493562232,False,-1,2,False,False,0.0,-1.0,2.0,0.0
384,421743,55,0.3595579862594604,h,2020,Burnley,Leeds,Matej Vydra,2021-05-15 11:30:00,0,0,0,0,False,0,1,0.061073999851942,0.0,1,0.28328611898017,0.49019607843137253,True,-1,-1,True,False,0.0,0.3846153846153846,0.0,1.0
390,386198,3,0.3107779920101166,h,2020,West Ham,Fulham,Arthur Masuaku,2020-11-07 20:00:00,0,0,0,0,False,0,0,0.0,0.0,1,0.5405405405405405,0.2386634844868735,True,2,0,False,True,0.0,-0.23076923076923073,0.0,0.0
393,377112,69,0.2900319993495941,a,2020,Sheffield United,Wolverhampton Wanderers,Romain Saiss,2020-09-14 17:00:00,1,0,0,0,False,2,0,0.1454991027712822,0.0,0,0.390625,0.303951367781155,True,-1,2,False,False,0.0,-1.0,2.0,0.0
408,408657,56,0.7445520162582397,a,2020,Aston Villa,Wolverhampton Wanderers,Romain Saiss,2021-03-06 17:30:00,0,0,0,0,False,0,0,0.0619291998445987,0.0,0,0.33557046979865773,0.38910505836575876,True,-1,0,False,True,0.0,0.40625,0.0,0.0
411,415504,82,0.6460620164871216,h,2020,Wolverhampton Wanderers,Sheffield United,Romain Saiss,2021-04-17 19:15:00,0,0,0,0,False,1,0,0.0,0.0,1,0.5586592178770949,0.1869158878504673,True,-1,1,False,False,0.0,-1.0,1.0,0.0
415,422415,49,0.3387269973754883,a,2020,Tottenham,Wolverhampton Wanderers,Romain Saiss,2021-05-16 13:05:00,0,0,0,0,False,0,1,0.0,0.0,0,0.16778523489932887,0.6451612903225806,False,2,-1,True,False,0.0,0.267605633802817,0.0,1.0
423,385135,30,0.5133299827575684,h,2020,Newcastle United,Everton,Allan Saint-Maximin,2020-11-01 14:00:00,0,0,0,0,False,0,0,0.0,0.0,1,0.29325513196480935,0.44052863436123346,True,-1,0,False,True,0.0,0.0,0.0,0.0
441,415133,35,0.4985840022563934,h,2020,Newcastle United,West Ham,Allan Saint-Maximin,2021-04-17 11:30:00,0,0,0,0,False,0,0,0.1578076006844639,0.0,1,0.2881844380403458,0.45454545454545453,True,-1,0,False,True,0.0,0.05882352941176472,0.0,0.0
444,419724,15,0.6106820106506348,a,2020,Leicester,Newcastle United,Allan Saint-Maximin,2021-05-07 19:00:00,0,0,0,0,False,0,0,0.0,0.0,0,0.11507479861910243,0.7194244604316548,True,-1,0,False,True,0.0,-0.1428571428571429,0.0,0.0
458,405307,19,0.33440101146698,a,2020,Wolverhampton Wanderers,Leeds,Liam Cooper,2021-02-19 20:00:00,0,0,0,0,False,0,0,0.0,0.0,0,0.3067484662576687,0.4329004329004329,False,-1,0,False,True,0.0,-0.1089108910891089,0.0,0.0
460,405322,62,0.4086869955062866,a,2020,Wolverhampton Wanderers,Leeds,Liam Cooper,2021-02-19 20:00:00,0,0,0,0,False,0,0,0.3594838120043278,0.0,0,0.3067484662576687,0.4329004329004329,False,2,0,False,True,0.0,0.5517241379310345,0.0,0.0
461,405326,66,0.5989649891853333,a,2020,Wolverhampton Wanderers,Leeds,Liam Cooper,2021-02-19 20:00:00,0,0,0,0,False,0,0,0.7681708075106144,0.0,0,0.3067484662576687,0.4329004329004329,False,-1,0,False,True,0.0,0.6666666666666667,0.0,0.0
468,377993,62,0.4212279915809631,h,2020,Newcastle United,Brighton,Callum Wilson,2020-09-20 13:00:00,0,0,0,0,False,0,2,0.0,0.0,1,0.3861003861003861,0.3436426116838488,True,-1,-2,False,False,0.0,-1.0,0.0,2.0
470,380810,29,0.317561000585556,h,2020,Newcastle United,Burnley,Callum Wilson,2020-10-03 19:00:00,0,0,1,0,False,1,0,0.0,0.0,1,0.4166666666666667,0.3164556962025316,False,2,1,False,False,0.0,-1.0,1.0,0.0
471,380818,64,0.5829129815101624,h,2020,Newcastle United,Burnley,Callum Wilson,2020-10-03 19:00:00,0,0,1,0,True,1,1,0.317561000585556,1.7155219247464404,1,0.4166666666666667,0.3164556962025316,True,-1,0,False,True,0.0,0.6071428571428572,0.0,0.0
474,382185,50,0.6007500290870667,h,2020,Newcastle United,Manchester United,Callum Wilson,2020-10-17 19:00:00,0,0,0,0,False,0,1,0.0534616000950336,0.0,1,0.2145922746781116,0.5813953488372093,True,-1,-1,True,False,0.0,0.2857142857142858,0.0,1.0
481,388464,87,0.4456210136413574,a,2020,Crystal Palace,Newcastle United,Callum Wilson,2020-11-27 20:00:00,0,0,0,0,True,0,0,0.0707240030169487,2.244059345021856,0,0.2610966057441253,0.4629629629629629,False,-1,0,False,True,0.0,1.727272727272727,0.0,0.0
484,392929,63,0.5111860036849976,a,2020,Leeds,Newcastle United,Callum Wilson,2020-12-16 18:00:00,0,0,0,0,False,1,2,0.1164751946926117,0.0,0,0.18281535648994515,0.6289308176100629,False,-1,-1,True,False,0.0,0.5789473684210527,0.0,1.0
489,396140,11,0.2778300046920776,h,2020,Newcastle United,Liverpool,Callum Wilson,2020-12-30 20:00:00,0,0,0,0,False,0,0,0.0466991998255252,0.0,1,0.09182736455463728,0.78125,True,-1,0,False,True,0.0,-0.17431192660550454,0.0,0.0
490,398607,27,0.3713749945163727,a,2020,Sheffield United,Newcastle United,Callum Wilson,2021-01-12 18:00:00,0,0,0,0,False,0,0,0.0,0.0,0,0.29069767441860467,0.4273504273504274,False,2,0,False,True,0.0,-0.032258064516129004,0.0,0.0
491,398623,82,0.4108400046825409,a,2020,Sheffield United,Newcastle United,Callum Wilson,2021-01-12 18:00:00,0,0,0,0,False,0,1,0.3713749945163727,0.0,0,0.29069767441860467,0.4273504273504274,False,-1,-1,True,False,0.0,1.3684210526315788,0.0,1.0
495,401475,29,0.2473369985818863,a,2020,Everton,Newcastle United,Callum Wilson,2021-01-30 12:30:00,0,0,1,0,False,0,0,0.0704948008060455,0.0,0,0.15384615384615385,0.6369426751592356,True,2,0,False,True,0.0,-0.01098901098901095,0.0,0.0
496,401481,52,0.3020449876785278,a,2020,Everton,Newcastle United,Callum Wilson,2021-01-30 12:30:00,0,0,1,0,False,0,0,0.3178317993879318,0.0,0,0.15384615384615385,0.6369426751592356,False,-1,0,False,True,0.0,0.32352941176470584,0.0,0.0
498,401488,86,0.6249560117721558,a,2020,Everton,Newcastle United,Callum Wilson,2021-01-30 12:30:00,1,0,1,0,False,1,0,0.642043886706233,0.0,0,0.15384615384615385,0.6369426751592356,True,-1,1,False,False,0.0,-1.0,1.0,0.0
499,401491,92,0.4342710077762604,a,2020,Everton,Newcastle United,Callum Wilson,2021-01-30 12:30:00,1,0,0,0,True,1,0,1.2669998984783888,2.3027095571510205,0,0.15384615384615385,0.6369426751592356,False,-1,1,False,False,0.0,-1.0,1.0,0.0
506,417075,91,0.3966490030288696,a,2020,Liverpool,Newcastle United,Callum Wilson,2021-04-24 11:30:00,0,0,0,0,False,0,1,0.0,0.0,0,0.07886435331230283,0.819672131147541,False,-1,-1,True,False,0.0,2.103448275862069,0.0,1.0
509,419738,63,0.4196810126304626,a,2020,Leicester,Newcastle United,Callum Wilson,2021-05-07 19:00:00,0,0,1,0,True,2,0,0.1022789999842643,2.382762073824197,0,0.11507479861910243,0.7194244604316548,False,-1,2,False,False,0.0,-1.0,2.0,0.0
510,419745,72,0.4022150039672851,a,2020,Leicester,Newcastle United,Callum Wilson,2021-05-07 19:00:00,1,0,0,0,True,3,0,0.521960012614727,2.48623246307673,0,0.11507479861910243,0.7194244604316548,True,2,3,False,False,0.0,-1.0,3.0,0.0
511,419744,72,0.4906319975852966,a,2020,Leicester,Newcastle United,Callum Wilson,2021-05-07 19:00:00,1,0,0,0,False,3,0,0.9241750165820122,0.0,0,0.11507479861910243,0.7194244604316548,False,-1,3,False,False,0.0,-1.0,3.0,0.0
519,396600,20,0.4043070077896118,h,2020,West Bromwich Albion,Arsenal,Matt Phillips,2021-01-02 20:00:00,0,0,0,0,False,0,0,0.0,0.0,1,0.16,0.6329113924050632,True,-1,0,False,True,0.0,-0.09999999999999998,0.0,0.0
525,408836,54,0.5023130178451538,h,2020,West Bromwich Albion,Newcastle United,Matt Phillips,2021-03-07 12:00:00,0,0,0,0,False,0,0,0.0156116997823119,0.0,1,0.42194092827004215,0.3021148036253776,True,2,0,False,True,0.0,0.36363636363636354,0.0,0.0
530,414897,34,0.4334880113601684,h,2020,West Bromwich Albion,Southampton,Matt Phillips,2021-04-12 17:00:00,0,0,0,0,True,1,0,0.0432561002671718,2.306868872479933,1,0.27624309392265195,0.4807692307692307,False,2,1,False,False,0.0,-1.0,1.0,0.0
535,381355,3,0.3436450064182281,a,2020,Manchester United,Tottenham,Tanguy NDombele Alvaro,2020-10-04 15:30:00,0,0,0,0,True,0,1,0.0,2.9099797212911183,0,0.2808988764044944,0.4854368932038835,False,2,-1,True,False,0.0,-0.23076923076923073,0.0,1.0
540,392188,32,0.3365240097045898,a,2020,Crystal Palace,Tottenham,Tanguy NDombele Alvaro,2020-12-13 14:15:00,0,0,0,0,False,1,0,0.0910400971770286,0.0,0,0.5405405405405405,0.23640661938534277,True,2,1,False,False,0.0,-1.0,1.0,0.0
559,406324,54,0.2711920142173767,h,2020,Brighton,Crystal Palace,Joël Veltman,2021-02-22 20:00:00,0,0,0,0,True,0,1,0.0768347010016441,3.687424214484575,1,0.5649717514124294,0.1855287569573284,False,-1,-1,True,False,0.0,0.36363636363636354,0.0,1.0
561,406764,61,0.4090490043163299,a,2020,West Bromwich Albion,Brighton,Joël Veltman,2021-02-27 15:00:00,0,0,0,0,False,0,1,0.0,0.0,0,0.53475935828877,0.22026431718061673,True,-1,-1,True,False,0.0,0.5254237288135593,0.0,1.0
578,420849,28,0.3916879892349243,h,2020,Arsenal,West Bromwich Albion,Emile Smith-Rowe,2021-05-09 18:00:00,0,0,0,0,True,0,0,0.0,2.5530524996522828,1,0.6666666666666666,0.14836795252225518,False,-1,0,False,True,0.0,-0.021739130434782594,0.0,0.0
580,421503,15,0.552636981010437,a,2020,Chelsea,Arsenal,Emile Smith-Rowe,2021-05-12 19:15:00,0,0,0,0,True,0,0,0.0,1.8095061213087984,0,0.22573363431151244,0.5208333333333334,False,2,0,False,True,0.0,-0.1428571428571429,0.0,0.0
589,405050,72,0.4402090013027191,h,2020,West Ham,Sheffield United,Vladimir Coufal,2021-02-15 18:00:00,0,0,0,0,False,2,0,0.0,0.0,1,0.5,0.23752969121140144,False,-1,2,False,False,0.0,-1.0,2.0,0.0
591,415147,65,0.2891919910907745,a,2020,Newcastle United,West Ham,Vladimir Coufal,2021-04-17 11:30:00,0,0,0,0,False,0,1,0.0,0.0,0,0.45454545454545453,0.2881844380403458,True,-1,-1,True,False,0.0,0.6363636363636365,0.0,1.0
616,382344,28,0.3110480010509491,h,2020,Sheffield United,Fulham,Oliver McBurnie,2020-10-18 11:00:00,0,0,0,0,False,0,0,0.0431964993476867,0.0,1,0.4366812227074236,0.2857142857142857,False,-1,0,False,True,0.0,-0.021739130434782594,0.0,0.0
617,382347,46,0.3452329933643341,h,2020,Sheffield United,Fulham,Oliver McBurnie,2020-10-18 11:00:00,0,0,0,0,False,0,0,0.3542445003986358,0.0,1,0.4366812227074236,0.2857142857142857,False,-1,0,False,True,0.0,0.21621621621621623,0.0,0.0
623,387848,74,0.2292480021715164,h,2020,Sheffield United,West Ham,Oliver McBurnie,2020-11-22 14:00:00,0,0,0,0,False,0,1,0.2541197948157787,0.0,1,0.31446540880503143,0.4098360655737705,False,-1,-1,True,False,0.0,0.9565217391304348,0.0,1.0
627,389075,79,0.587336003780365,a,2020,West Bromwich Albion,Sheffield United,Oliver McBurnie,2020-11-28 20:00:00,0,0,0,0,False,0,1,0.1308824997395277,0.0,0,0.3436426116838488,0.37593984962406013,True,-1,-1,True,False,0.0,1.1951219512195124,0.0,1.0
628,389076,80,0.3597649931907654,a,2020,West Bromwich Albion,Sheffield United,Oliver McBurnie,2020-11-28 20:00:00,0,0,0,0,False,0,1,0.7182185035198927,0.0,0,0.3436426116838488,0.37593984962406013,False,-1,-1,True,False,0.0,1.25,0.0,1.0
637,407556,57,0.2485480010509491,h,2020,Sheffield United,Liverpool,Oliver McBurnie,2021-02-28 19:15:00,0,0,0,0,False,0,1,0.0,0.0,1,0.12150668286755771,0.7246376811594204,False,-1,-1,True,False,0.0,0.4285714285714286,0.0,1.0
663,423345,28,0.3844990134239197,a,2020,Burnley,Liverpool,Thiago Alcántara,2021-05-19 19:15:00,0,0,0,0,False,0,0,0.0,0.0,0,0.7751937984496123,0.1026694045174538,True,-1,0,False,True,0.0,-0.021739130434782594,0.0,0.0
669,404029,38,0.5877199769020081,h,2020,Leeds,Crystal Palace,Pascal Struijk,2021-02-08 20:00:00,0,0,0,0,False,1,0,0.0,0.0,1,0.5524861878453039,0.22675736961451246,True,-1,1,False,False,0.0,-1.0,1.0,0.0
670,404031,42,0.3876830041408539,h,2020,Leeds,Crystal Palace,Pascal Struijk,2021-02-08 20:00:00,0,0,0,0,False,1,0,0.5877199769020081,0.0,1,0.5524861878453039,0.22675736961451246,False,2,1,False,False,0.0,-1.0,1.0,0.0
678,421738,30,0.1840859949588775,a,2020,Burnley,Leeds,Pascal Struijk,2021-05-15 11:30:00,0,0,0,0,False,0,0,0.0,0.0,0,0.49019607843137253,0.28328611898017,True,-1,0,False,True,0.0,0.0,0.0,0.0
683,392330,67,0.30069300532341,h,2020,Fulham,Liverpool,Tosin Adarabioyo,2020-12-13 16:30:00,0,0,0,0,False,1,0,0.0,0.0,1,0.11876484560570072,0.7407407407407407,False,-1,1,False,False,0.0,-1.0,1.0,0.0
689,402634,41,0.3530749976634979,h,2020,Fulham,Leicester,Tosin Adarabioyo,2021-02-03 18:00:00,0,0,0,0,False,0,1,0.0,0.0,1,0.2597402597402597,0.48309178743961356,False,-1,-1,True,False,0.0,0.139240506329114,0.0,1.0
690,403374,70,0.3706640005111694,h,2020,Fulham,West Ham,Tosin Adarabioyo,2021-02-06 17:30:00,0,0,0,0,False,0,0,0.0,0.0,1,0.24096385542168672,0.5263157894736842,True,2,0,False,True,0.0,0.8,0.0,0.0
704,394712,85,0.5130429863929749,h,2020,Manchester United,Leeds,Fred,2020-12-20 16:30:00,0,0,0,0,False,6,2,0.0,0.0,1,0.5813953488372093,0.22573363431151244,False,-1,4,False,False,0.0,-1.0,4.0,0.0
720,414636,56,0.6365619897842407,a,2020,Tottenham,Manchester United,Fred,2021-04-11 15:30:00,0,0,0,0,True,0,1,0.0,1.5709389125463564,0,0.41493775933609955,0.3389830508474576,True,2,-1,True,False,0.0,0.40625,0.0,1.0
727,422442,14,0.2382660061120987,h,2020,West Bromwich Albion,Liverpool,Hal Robson-Kanu,2021-05-16 15:30:00,0,0,0,0,True,0,0,0.0,4.196989811167284,1,0.08058017727639001,0.819672131147541,False,-1,0,False,True,0.0,-0.15094339622641506,0.0,0.0
728,422450,35,0.2825390100479126,h,2020,West Bromwich Albion,Liverpool,Hal Robson-Kanu,2021-05-16 15:30:00,1,0,0,0,False,1,1,0.2382660061120987,0.0,1,0.08058017727639001,0.819672131147541,False,-1,0,False,True,0.0,0.05882352941176472,0.0,0.0
729,422465,77,0.2957020103931427,h,2020,West Bromwich Albion,Liverpool,Hal Robson-Kanu,2021-05-16 15:30:00,1,0,0,0,False,1,1,0.5208050161600113,0.0,1,0.08058017727639001,0.819672131147541,True,-1,0,False,True,0.0,1.0930232558139537,0.0,0.0
